id,id_genre
tm283938,2
tm283938,0
tm283938,6
tm233023,2
tm233023,4
ts38812,4
ts38812,12
tm199987,2
ts98252,7
ts98252,1
ts98252,2
tm242002,2
tm218683,16
tm218683,2
ts95803,1
ts95803,7
tm257141,2
tm275726,2
ts83449,7
tm281182,2
tm281182,4
tm244842,5
ts55223,4
tm234064,5
tm234064,13
tm234064,2
tm234064,6
tm206875,3
tm206875,2
tm206875,0
tm246810,2
tm246810,3
tm246810,5
tm215265,2
ts54156,4
tm224275,5
ts42260,4
tm811691,7
tm340927,1
tm340927,2
tm340927,0
tm296203,2
tm296203,13
tm296203,7
tm217986,5
tm217986,2
tm244079,2
ts83454,5
tm350044,4
tm335263,2
tm247396,4
tm628693,5
tm233648,2
tm282988,2
tm282988,6
tm247159,13
tm247159,2
tm247159,5
tm243070,5
ts91990,4
tm247444,2
tm452046,2
tm244041,2
tm244868,5
tm244868,17
tm244868,0
tm313374,2
tm313374,4
tm313374,6
ts285233,14
ts285233,5
tm494288,2
tm494288,3
tm421382,5
tm456667,0
tm274924,5
tm540757,5
tm1065283,5
ts82475,5
ts82475,7
tm1223831,1
tm1223831,0
tm1223831,2
tm1254098,
tm295349,2
ts127430,1
ts127430,7
ts253685,5
tm562821,2
tm562821,10
tm562821,16
tm526163,1
tm526163,2
tm526163,5
ts249161,5
ts249161,11
ts107658,0
ts107658,3
ts107658,5
ts79813,5
ts79813,13
ts79813,16
ts79813,3
ts81927,5
ts53864,3
ts53864,5
ts53864,16
ts55668,5
ts55668,14
ts55668,3
ts55668,16
ts77795,2
ts56683,5
ts56683,3
ts56683,16
ts78801,0
ts78801,5
ts78801,2
ts78801,15
ts42405,5
ts42405,3
ts42405,16
ts42477,5
ts42477,3
ts42477,16
ts42477,9
ts42477,6
ts81294,14
ts81294,5
ts81294,16
ts83970,5
ts83970,15
ts54102,14
ts54102,5
ts54102,16
ts54102,0
ts58433,5
ts58433,10
ts58433,16
ts81884,3
ts81884,17
ts81884,5
ts81884,16
ts81884,6
ts77398,14
ts77398,0
ts77398,5
ts77398,16
ts77398,7
ts56768,5
ts56768,16
ts56768,0
ts56768,3
ts56768,6
tm244234,5
tm244234,13
tm244234,6
ts75151,18
ts75151,5
ts75151,0
tm244208,10
tm244208,8
tm244208,16
ts75097,2
ts75097,5
ts75097,14
tm403324,16
tm403324,5
tm403324,9
tm403324,17
ts53023,5
ts53023,16
ts53023,13
ts53023,3
ts53198,2
ts53198,5
tm242705,10
tm242705,5
tm242705,8
tm242705,6
ts39015,0
ts39015,2
ts39015,5
ts39015,7
tm315858,4
tm315858,3
tm315174,5
tm315174,13
ts75879,1
ts75879,13
ts75879,2
ts53663,2
ts53663,5
ts78305,3
ts78305,5
ts78305,16
ts55720,5
ts55720,15
ts55720,2
ts55720,12
ts81064,14
ts81064,5
ts81064,8
ts81064,10
ts77955,4
ts55982,5
ts55982,7
ts77030,12
ts82597,0
ts82597,14
ts82597,5
ts82597,7
ts82597,8
ts82597,16
ts82597,1
tm406111,0
tm406111,2
ts56969,5
ts56969,2
ts80856,14
ts80856,5
ts80856,16
ts80856,8
ts80856,10
ts76243,5
ts76243,2
ts76243,3
ts76243,13
ts76243,16
ts80523,2
ts80523,13
ts80523,1
ts80523,5
ts80523,11
ts57850,0
ts57850,14
ts57850,16
ts57850,2
ts57850,3
ts57850,8
tm318206,16
tm318206,3
tm318206,5
tm318206,0
ts78356,14
ts78356,5
ts78356,16
ts54054,5
ts54054,2
ts54054,16
ts54054,3
tm436844,2
tm436844,8
tm436844,7
tm272060,16
tm272060,5
tm272060,14
tm272060,0
tm272060,3
tm272060,8
ts53545,16
ts53545,10
ts53545,2
ts82892,4
ts82892,3
ts82584,14
ts82584,0
ts82584,1
ts82584,7
ts82584,2
ts82584,5
ts82584,8
ts57120,5
ts57120,3
ts57120,2
ts79229,4
ts79229,3
ts58367,5
ts58367,3
ts58367,16
ts58367,6
ts80705,4
ts80705,3
ts77824,
tm315344,5
tm315344,3
tm315344,15
ts84243,5
ts56261,14
ts56261,1
ts56261,5
ts56261,8
ts56261,10
ts56261,0
ts76458,5
ts76458,16
ts76458,3
ts83745,2
tm287684,16
tm287684,10
tm374132,5
tm374132,16
tm374132,14
tm374132,10
ts83540,1
ts83540,0
ts83540,2
ts83540,3
tm312676,5
ts55798,5
ts55798,3
ts55798,16
ts55798,13
ts55798,14
ts55798,2
ts72247,0
ts72247,2
ts72247,8
ts72247,1
ts72247,14
tm266670,5
tm266670,13
tm266670,6
ts84645,4
ts84645,17
ts80617,0
ts80617,14
ts80617,16
ts80617,5
ts80617,8
ts80617,13
tm349006,5
tm349006,13
tm349006,3
ts74816,3
ts74816,2
ts74816,5
ts86164,0
ts86164,14
ts86164,1
ts86164,3
ts78382,2
ts78382,5
ts57465,5
ts82559,4
tm361759,5
tm361759,13
tm361759,9
tm361759,6
tm321596,2
ts84932,2
ts84932,8
ts84932,1
tm340994,0
tm340994,16
tm406864,16
tm406864,0
tm406864,5
tm406864,3
ts56933,14
ts56933,0
ts56933,2
ts56933,8
tm368538,2
tm368538,6
ts58175,2
ts84280,1
ts84280,5
ts84280,8
ts84280,13
ts84280,16
tm348568,2
tm348568,4
tm350379,10
tm350379,16
tm350379,5
tm350379,6
ts83247,12
tm298846,2
ts74809,0
ts74809,5
ts74809,9
tm366820,5
tm244220,5
tm244220,17
tm244220,16
tm244220,7
tm244220,9
ts78231,5
ts78231,9
ts78231,11
ts78231,16
ts78231,3
tm320570,2
tm320570,5
tm321628,5
tm321628,7
tm321628,0
tm321628,16
tm412550,13
tm412550,2
ts75263,3
ts75263,4
ts75263,5
ts75263,8
ts42294,5
ts42294,16
ts84644,12
ts78590,5
ts78590,3
ts78590,16
tm244307,16
tm244307,14
tm244307,3
tm244307,0
tm244307,8
tm313149,5
tm313149,0
tm313149,9
tm313149,17
ts78145,4
ts85732,12
tm371959,5
ts81331,14
ts81331,7
ts81331,5
ts81331,2
ts81331,8
ts81331,1
ts81331,0
ts81331,13
tm437608,11
tm437608,2
ts82526,5
ts82526,3
ts84346,0
ts84346,16
ts84346,3
ts84346,5
ts85202,4
ts85202,7
ts83561,5
ts83561,14
ts83561,16
ts83561,8
ts83561,0
ts83561,11
tm367185,4
ts76417,16
ts76417,5
ts76417,10
ts76417,6
tm366019,5
tm366019,16
tm366019,0
tm366019,3
ts82849,2
ts82849,5
tm425889,18
tm425889,2
tm425889,5
tm425889,13
ts84200,2
ts84200,7
tm246870,5
tm246870,16
tm246870,10
tm327053,18
tm327053,10
tm327053,0
tm232953,16
tm232953,14
tm232953,5
tm232953,0
tm232953,3
tm320489,4
tm320489,6
ts82192,2
tm428453,5
tm428453,14
tm428453,3
ts57055,5
ts57055,0
ts57055,14
ts58225,2
tm371619,10
tm371619,16
tm375912,2
tm431347,4
tm311283,2
tm435487,10
tm435487,5
tm435487,16
tm435487,2
ts81208,14
ts81208,5
ts81208,8
tm355666,4
tm328443,16
tm328443,5
tm328443,0
tm328443,14
ts269185,3
ts269185,16
ts269185,4
ts84328,14
ts84328,8
ts84328,5
ts84328,7
tm372891,2
tm372891,4
tm405738,5
tm405738,16
tm405738,3
tm440415,2
tm440415,4
tm324124,2
ts85659,14
ts85659,0
ts85659,1
ts85659,2
ts85659,7
ts85659,8
tm425884,4
ts85175,5
ts85175,16
ts85175,3
ts85175,10
ts85175,8
ts57082,2
ts57082,6
ts79234,0
ts79234,2
ts79234,7
ts79234,8
ts79234,1
tm413049,16
tm413049,8
tm413049,0
tm413049,14
tm413049,2
tm413049,5
ts81857,2
ts81857,15
ts81857,5
tm233362,16
tm233362,5
tm233362,13
tm233362,14
ts84785,5
ts84785,3
ts79422,12
ts81886,2
ts81886,11
ts77545,17
ts77545,4
ts77545,3
ts77545,16
ts77545,2
ts77545,5
tm363231,1
tm363231,0
tm363231,14
ts55231,4
ts76869,1
ts76869,14
ts76869,5
ts76869,8
ts76869,13
ts78692,4
ts78692,10
ts78692,14
ts78692,16
ts78692,11
ts57210,5
ts77799,4
tm352774,4
tm352774,3
tm352774,5
tm411958,2
tm411958,13
tm324870,2
tm324870,5
tm359975,16
tm359975,3
tm359975,5
tm360618,4
tm414595,4
tm408104,2
tm365482,2
tm365482,3
tm365482,6
tm330005,2
tm330005,3
tm330005,8
tm330005,16
tm330005,0
tm330005,6
ts78558,12
tm372486,5
tm372486,6
tm413955,5
tm413955,13
tm413955,6
tm362121,5
tm362121,16
tm362121,10
tm362121,6
tm139870,2
tm139870,16
tm139870,5
tm139870,3
tm139870,0
ts82424,4
ts312241,14
ts312241,10
ts77525,4
ts77525,2
ts77525,9
tm238587,5
tm238587,3
ts85967,2
tm280828,2
tm280828,10
ts83999,14
ts83999,1
ts83999,2
ts83999,5
ts83999,7
ts83999,8
tm429208,1
tm429208,0
tm429208,14
tm429208,2
tm429208,7
ts83070,4
tm416105,2
tm275004,0
tm275004,2
tm275004,3
tm270987,1
tm270987,2
tm270987,7
tm270987,0
tm270987,13
tm270987,5
tm270987,6
tm313712,3
tm313712,16
tm313712,5
tm353046,2
tm353046,4
tm405849,5
tm405849,1
tm405849,13
tm283559,2
tm283559,5
tm283559,13
tm283559,6
ts56038,2
ts56038,4
ts75355,5
ts75355,0
ts75355,3
ts75355,6
ts80313,4
ts80313,5
tm294581,2
tm294581,5
tm407295,5
tm407295,15
tm426274,2
tm426274,11
tm426274,10
ts55962,5
ts55962,2
ts54013,5
tm323195,2
tm323195,4
ts86949,5
ts86949,16
ts86949,3
tm315865,4
tm420800,2
tm420800,5
tm420800,6
tm238377,2
tm238377,5
ts84772,14
ts84772,1
ts84772,0
ts85034,2
tm363329,13
tm429382,2
tm429382,13
tm429382,5
tm321627,2
tm321627,5
tm321627,13
tm307776,5
tm307776,11
tm322569,2
tm322569,4
tm370628,11
tm370628,2
ts85217,1
ts85217,2
ts85217,7
ts85217,8
ts85217,11
ts57116,4
tm422359,10
tm422359,16
tm430057,4
tm430057,6
ts84779,4
ts84779,12
ts84779,10
ts84574,4
tm416121,10
tm416121,7
tm416121,2
tm359713,3
tm359713,2
tm359713,18
tm434676,2
ts77770,0
ts77770,8
ts77770,1
tm348386,4
tm348386,15
tm348386,17
tm426202,2
tm286520,2
ts81036,2
ts81036,7
tm438994,2
tm438994,8
tm438994,13
tm438994,5
tm423761,2
tm287041,0
tm287041,2
ts80208,5
ts80208,16
ts80208,0
ts80208,3
tm411313,5
tm411313,6
ts86302,5
ts86302,2
ts57985,7
ts57985,0
ts57985,2
ts57985,5
ts57985,4
tm370436,2
tm409618,2
tm409618,5
tm409618,13
tm348175,2
ts84930,2
ts84930,13
tm429163,16
tm429163,5
tm429163,9
tm429163,17
tm429163,6
ts75491,4
ts75772,12
ts75772,4
ts75772,2
ts75772,6
tm362881,5
tm362881,7
tm362881,8
tm362881,1
tm363003,4
ts53516,0
ts53516,14
ts53516,1
ts53516,2
ts53516,5
ts53516,7
tm359978,16
tm359978,10
tm359978,14
tm440996,2
tm413082,4
ts80445,2
tm233485,2
tm233485,8
tm233485,1
tm233485,7
ts80057,14
ts80057,1
ts80057,0
ts77852,2
ts77852,13
ts77852,1
ts77852,7
ts77852,8
tm411415,11
tm411415,4
tm320281,11
tm320281,4
tm429377,2
tm429377,4
ts85138,4
ts85138,9
ts85138,12
tm244191,5
tm244191,4
tm244191,16
tm244191,17
tm359658,16
tm359658,1
tm359658,10
tm359658,5
tm359658,8
tm359658,6
tm429186,5
tm429186,6
tm411358,4
tm313748,2
tm313748,4
tm414073,5
tm414073,16
tm414073,14
tm414073,0
tm414073,3
ts56827,5
ts56827,13
ts83906,12
tm404690,13
tm404690,2
ts80461,12
tm307761,13
tm307761,2
tm307761,5
tm244134,13
tm244134,2
tm244134,4
tm244134,6
ts78430,5
ts78430,3
ts78430,16
tm1883,1
tm1883,2
tm1883,7
tm1883,8
ts83251,12
ts83251,2
ts76753,14
ts76753,13
ts76753,2
ts76753,8
ts76753,10
tm407730,10
tm407730,0
tm407730,16
tm407730,2
tm437631,4
tm437631,12
tm348845,2
tm362074,5
tm362074,6
tm285295,13
tm285295,5
tm349529,4
tm448122,11
tm448122,4
tm409494,2
tm313424,5
tm313424,2
tm372662,5
tm372662,16
tm372662,0
tm372662,13
tm372662,6
tm346867,2
tm319477,5
tm319477,3
tm319477,4
tm319477,2
tm319477,9
tm323634,14
tm323634,0
tm323634,5
tm323634,7
tm323634,16
tm306631,2
ts79926,2
tm279017,2
tm279017,11
tm279017,13
ts79997,5
ts79997,13
tm316658,2
tm316658,5
tm327652,5
tm327652,11
ts75012,5
ts75012,16
ts75012,3
ts75012,13
ts75012,2
tm445735,4
tm445735,11
tm360945,5
tm360945,15
ts80859,5
ts80859,13
ts81542,2
ts81542,14
ts81542,1
ts81542,5
ts81542,7
ts84038,12
tm355724,13
tm355724,7
tm355724,2
tm431081,5
tm431081,2
tm374845,0
tm374845,1
tm374845,2
tm374845,8
tm320756,2
ts83663,5
tm411311,5
tm411311,3
tm411311,9
tm357272,11
tm357272,4
tm358242,2
tm358242,4
tm411503,2
tm459527,2
tm459527,5
tm459527,15
ts84179,12
ts55645,17
ts55645,9
ts55645,4
tm313988,4
ts75286,5
tm372969,13
tm372969,2
ts79157,0
ts79157,14
ts79157,16
ts79157,1
ts79157,5
ts79157,3
ts79157,8
ts79157,10
tm316744,2
tm299730,16
tm299730,14
ts58155,5
ts58155,3
ts58155,16
ts58155,9
ts76511,12
ts76511,6
tm414962,10
tm414962,16
tm411257,2
tm419496,5
tm419496,13
tm405901,10
tm405901,16
tm405901,5
ts79045,4
tm414340,2
tm426117,5
tm426117,6
ts80035,14
ts80035,5
ts80035,10
ts80035,16
tm244197,16
tm244197,5
tm244197,14
tm320785,4
ts80600,5
ts80600,9
ts80600,11
ts80600,13
tm427465,4
tm427465,11
tm420789,5
tm420789,16
tm428483,2
tm428483,13
tm308090,4
ts76949,2
ts81944,2
ts81944,0
tm445456,16
tm445456,5
tm445456,7
tm359150,5
tm359150,2
tm359150,6
tm315850,3
tm315850,2
tm315850,16
tm408306,2
tm408306,4
tm440678,0
tm440678,3
tm440678,16
ts78789,5
ts78789,16
tm368241,5
tm368241,2
tm368241,13
tm346398,2
tm346398,4
tm434179,4
tm434179,9
tm434179,6
tm336227,5
tm336227,2
tm336227,13
ts85810,5
ts85810,0
ts85810,3
ts85810,13
ts85810,16
tm344336,16
tm344336,3
tm344336,0
tm344336,6
tm327619,2
tm300447,2
tm300447,4
ts84833,14
ts84833,5
ts84833,8
ts84833,10
ts84833,16
ts84833,7
ts77197,3
ts77197,5
tm311815,4
tm311815,15
tm311815,16
ts74765,4
tm441060,4
tm441060,11
ts81596,5
ts81596,17
ts81596,16
tm356666,2
tm356666,4
ts80466,17
ts80466,4
ts80466,9
ts80466,12
ts80466,6
tm441198,2
tm441198,13
tm441198,5
tm441198,7
ts56511,5
ts56511,9
ts56511,6
tm320727,2
tm320727,4
ts56201,2
ts56201,0
ts56201,1
ts56201,7
ts56201,8
ts56201,14
ts87194,12
tm266666,10
tm266666,16
tm266666,5
tm372305,5
tm372305,15
tm358813,2
tm361770,2
tm421335,2
tm449860,5
tm449860,3
tm307551,2
ts85250,1
ts85250,5
ts85250,7
ts85250,8
ts85250,0
ts85250,2
tm325650,2
tm325650,5
tm434917,5
tm434917,13
tm434917,6
tm417440,4
tm233484,2
tm233484,1
tm233484,7
tm233484,0
tm438502,4
tm438502,6
ts80720,2
ts80720,5
ts80720,0
ts80720,8
ts80720,13
ts80720,1
tm366590,5
tm366590,2
tm279585,5
tm279585,2
tm279585,3
tm327219,2
tm327219,7
tm425944,5
tm425944,16
tm425944,6
tm320249,2
tm320249,4
ts55781,5
ts55781,10
ts55781,16
ts55781,3
ts55781,6
tm242108,5
tm242108,2
tm365122,5
tm365122,3
tm365122,7
ts77518,2
ts77518,13
ts77518,1
tm288499,5
tm288499,6
tm375962,9
tm375962,5
tm375729,13
tm375729,5
tm430307,13
tm430307,2
ts86814,3
ts86814,4
ts236347,0
ts236347,14
ts236347,16
ts236347,1
ts236347,5
ts236347,8
tm322210,2
tm322210,6
ts85618,2
ts85618,7
tm410435,13
tm410435,2
tm410435,5
ts80692,12
tm429174,16
tm429174,5
tm429174,3
tm429174,9
tm429174,0
tm429174,6
ts80084,14
ts80084,8
ts80084,1
tm273294,16
tm273294,5
tm273294,2
tm273294,3
tm273294,6
tm315345,4
tm315345,16
tm315345,17
tm315345,3
tm315345,5
tm443073,4
tm428073,16
tm428073,0
tm428073,3
tm428073,5
tm428073,10
tm428073,8
tm428073,6
tm366972,5
tm366972,0
tm366972,3
tm352033,4
tm352033,6
tm350607,8
tm350607,7
ts83232,3
ts83232,5
ts83232,16
ts9075,2
tm414676,5
tm414676,13
tm414676,11
tm414676,4
tm367008,2
ts78217,2
tm327636,2
tm327636,4
tm371622,2
ts56648,3
ts56648,0
ts56648,5
ts56648,4
ts111582,11
ts84056,5
ts78507,2
ts78507,5
tm835357,4
tm371380,2
tm371380,5
tm371380,16
ts55939,2
ts55939,5
ts55939,12
ts55939,7
ts55939,4
ts55939,11
ts55939,6
tm434727,2
ts81344,4
ts75477,4
ts75477,3
tm352705,2
ts77011,5
ts77011,16
ts77011,2
ts77011,13
tm435144,4
tm307950,2
ts78913,5
ts78913,3
ts78913,2
tm311902,2
tm309115,16
tm309115,5
tm309115,0
tm350,14
tm350,10
tm350,13
tm350,5
tm350,0
tm437159,4
tm437159,3
tm437159,9
tm437159,11
tm430104,3
tm430104,5
tm244174,8
tm244174,14
tm244174,0
tm244174,5
tm436266,5
tm436266,0
tm436266,4
tm443283,11
tm443283,4
tm358239,2
ts78298,5
ts78298,7
tm373873,4
tm412273,2
tm306680,2
tm306680,6
ts58480,2
tm327708,2
tm327708,13
tm239286,0
tm239286,16
tm239286,14
tm239286,10
tm239286,5
tm375007,4
ts81734,0
tm346390,2
tm407775,5
tm407775,13
tm407775,6
tm285356,5
tm285356,9
tm285356,17
ts79988,14
ts79988,0
ts79988,13
ts79988,1
ts79988,5
ts79988,8
ts79988,11
tm424888,4
tm424888,3
tm424888,16
tm444821,2
tm444821,6
ts81918,12
tm300280,11
tm300280,4
tm408871,2
tm408871,6
tm420745,16
tm420745,14
tm420745,0
tm420745,5
tm420745,10
tm293867,2
tm293867,4
tm299764,5
tm299764,3
tm299764,16
tm299764,2
tm299764,6
tm299783,13
tm299783,2
tm299783,6
tm307751,2
tm307751,5
tm307751,13
tm409376,16
tm409376,5
tm409376,3
ts76478,5
ts76478,2
tm319127,2
tm357589,9
tm357589,13
tm357589,5
tm357589,17
ts84799,5
ts84799,3
ts84799,8
ts84799,0
ts84799,16
tm416620,5
tm416620,11
tm416620,6
tm300056,2
tm300056,15
tm300056,6
tm374226,2
ts85276,5
ts85276,11
ts85276,13
ts85276,9
tm430459,8
tm430459,0
tm430459,10
tm430459,18
tm430459,7
tm430459,14
tm362180,4
tm243326,14
tm243326,16
tm243326,0
tm243326,5
tm243326,3
tm243326,6
ts79856,0
ts79856,1
ts79856,14
ts79856,8
ts79856,10
tm310706,5
tm310706,14
tm310706,16
tm310706,0
tm851133,5
tm851133,0
tm851133,16
tm851133,3
tm447261,5
tm447261,2
tm447261,7
tm351688,2
tm351688,4
tm307612,4
tm307612,3
tm351505,4
tm366973,2
tm366973,4
tm375091,2
tm375091,4
tm244519,5
tm244519,0
ts80030,12
ts80030,0
ts80030,4
tm271951,10
tm271951,16
tm271951,5
tm271951,8
tm313683,10
ts82372,2
ts82372,1
ts82372,0
ts82372,7
ts86279,12
tm412623,13
tm412623,2
tm307515,13
tm307515,5
tm307515,6
tm434776,2
tm434776,4
tm346943,5
tm346943,2
tm346943,6
tm431169,4
tm431169,15
ts83045,5
ts83045,11
ts83045,13
tm367613,13
tm367613,15
tm367613,2
tm233294,5
tm233294,2
tm233294,17
tm344886,16
tm344886,5
tm344886,0
tm357708,2
tm357708,8
tm305227,2
tm362047,2
tm369433,5
tm369433,16
tm369433,14
tm369433,8
tm369433,10
tm426238,5
tm426238,13
tm426238,0
tm363922,5
tm266652,0
tm266652,8
tm443993,4
tm443993,15
tm443993,6
tm438995,2
tm438995,5
tm438995,13
tm363103,4
tm363103,9
tm368040,14
tm368040,16
tm368040,8
tm368040,5
tm368040,13
tm314705,2
tm446987,2
tm260272,10
tm260272,2
tm260272,8
ts82564,5
ts82564,2
tm300615,5
tm300615,17
tm367473,2
tm367473,6
tm319818,0
tm319818,9
tm319818,5
tm319818,17
tm348467,5
tm299790,2
tm324588,2
tm324588,4
tm217228,16
tm217228,8
tm217228,10
tm217228,0
tm217228,3
tm217228,5
tm456983,5
tm456983,0
tm430496,2
tm417317,5
tm417317,0
tm417317,3
tm411528,2
tm411528,6
ts89130,16
ts89130,5
ts89130,14
ts89130,8
ts89130,13
tm317542,5
tm317542,3
tm317542,4
tm317542,16
tm317542,10
ts77957,3
ts77957,4
tm244229,16
tm244229,5
tm244229,3
tm244229,6
ts82189,0
ts82189,5
ts82189,15
ts82189,1
tm473647,4
tm473647,11
tm430120,5
tm430120,2
tm430120,6
ts78291,5
ts78291,3
ts78291,0
ts78291,16
ts57439,18
ts57439,3
ts57439,5
ts57464,5
ts57464,2
tm244300,2
tm244300,6
tm245937,2
tm421161,2
ts57947,16
ts57947,5
ts57947,3
ts57947,6
ts84602,2
tm307767,0
tm307767,16
ts80413,16
ts80413,2
ts80413,12
tm307774,2
tm307774,0
tm413129,9
tm413129,0
tm413129,17
ts82705,1
ts82705,2
ts82705,7
ts82705,0
tm286532,5
tm286532,6
ts78353,3
ts78353,16
ts78353,5
ts78353,13
tm315340,0
tm315340,16
tm315340,3
tm465864,0
tm465864,2
tm244175,9
tm244175,17
tm244175,5
tm374216,4
ts83457,1
ts83457,7
tm307283,5
tm307283,16
tm307283,10
tm307283,14
ts80959,0
ts80959,16
ts80959,3
ts80959,5
tm244206,5
tm244206,2
tm446206,1
tm444907,5
tm353627,2
tm434883,13
tm434883,5
ts58152,5
ts58152,9
tm369315,16
tm369315,5
tm443034,16
tm443034,5
tm443034,3
tm443034,0
tm443034,6
ts84977,4
ts52821,1
ts52821,0
ts52821,5
ts52821,7
ts52821,8
ts55194,2
ts81821,5
ts81821,7
ts81821,11
ts89538,5
ts89538,16
tm427293,16
tm427293,5
tm427293,13
tm427293,15
tm427293,6
tm411856,2
ts75157,1
ts75157,7
ts75157,8
tm414447,5
tm414447,2
tm414447,13
tm320817,16
tm320817,0
ts82560,0
ts82560,4
ts87369,4
tm376840,4
tm359714,2
tm359714,13
tm359714,5
ts56594,2
tm357479,0
tm357479,10
tm357479,5
tm357479,14
tm357479,16
tm357479,6
ts89372,2
ts89372,7
ts89372,1
ts83537,16
ts83537,3
ts83537,6
tm244233,5
tm244233,3
tm244233,16
tm353875,5
tm353875,2
tm411467,2
tm411467,6
tm363088,2
ts78053,5
ts78053,16
ts87043,0
ts87043,14
ts87043,1
ts87043,2
ts87043,7
tm242887,5
tm242887,16
tm242887,0
tm242887,3
tm245155,0
tm245155,14
tm245155,16
tm245155,7
tm245155,8
tm245155,6
tm347060,2
tm359931,5
tm439854,5
tm439854,16
tm439854,3
tm493814,5
tm493814,8
tm493814,14
tm493814,0
ts81757,5
ts81757,2
tm313974,4
tm450769,5
tm326089,2
tm326089,5
tm326089,13
ts82302,5
ts82302,2
ts82302,16
tm413557,8
tm413557,5
tm413557,7
tm413557,1
ts84533,0
ts84533,14
ts84533,1
tm366567,2
tm366567,13
tm366567,8
tm430660,16
tm430660,10
tm439678,5
tm439678,11
tm439678,13
tm439678,2
tm350971,5
tm350971,9
tm350971,16
tm319310,13
tm319310,5
tm319310,0
tm290831,2
tm447514,2
tm211554,0
tm211554,14
tm211554,10
tm211554,16
tm323300,4
tm475268,2
tm139545,3
tm139545,0
tm139545,5
tm139545,16
tm244148,5
tm244148,8
ts76771,1
ts76771,0
ts76771,2
ts76771,14
tm371900,16
tm371900,5
tm420797,5
tm420797,13
tm420797,2
tm438250,2
tm438250,15
ts55491,5
ts55491,3
ts55491,14
ts55491,16
ts81885,2
ts81885,5
ts81885,3
ts81885,4
tm418870,5
tm418870,16
tm418870,6
tm463592,4
tm285649,5
tm285649,17
tm299771,2
tm299771,6
tm285107,5
tm285107,2
tm285107,9
tm368449,5
tm368449,2
ts56481,2
tm369179,5
tm369179,2
tm369179,13
tm432327,5
tm426994,5
tm426994,2
tm426994,3
tm311789,3
tm311789,5
tm311789,9
tm283322,5
tm283322,0
tm283322,16
tm438005,13
tm438005,5
ts85236,5
tm324806,4
tm324806,15
tm349140,2
tm445899,4
tm445899,6
tm430666,2
tm430666,10
tm430666,8
ts79409,0
ts79409,14
ts79409,1
tm314295,4
tm314295,6
ts84372,2
tm359786,13
tm359786,2
tm447788,4
tm447788,3
tm447788,11
tm347821,5
ts56718,5
ts56718,0
ts56718,9
ts56718,3
tm406831,5
tm406831,8
tm406831,7
tm406831,1
tm406831,2
ts85515,5
ts85515,2
ts85515,13
ts78452,5
ts78452,16
ts78452,1
ts78452,8
tm314138,2
tm314138,4
tm227940,16
tm227940,5
tm227940,10
ts84010,5
ts84010,16
tm409942,5
tm409942,16
tm409942,13
tm409942,6
ts77467,12
ts77467,5
ts85895,14
ts85895,5
tm300054,5
tm300054,13
tm300054,14
tm300054,16
tm300054,6
ts85837,5
tm315424,2
tm315424,3
tm404828,2
tm451283,2
tm314939,16
tm314939,5
ts82268,14
ts82268,5
ts82268,10
ts82268,8
tm244317,5
tm366143,2
tm366143,5
tm320206,2
tm320206,13
tm320206,5
tm374357,5
tm374357,7
tm374357,15
tm359030,14
tm359030,7
tm320255,16
tm320255,5
tm320255,3
tm320255,2
tm348993,5
tm348993,16
tm348993,3
tm348993,9
tm348993,6
tm363248,2
ts84335,3
ts84335,16
ts84335,5
tm325102,8
tm327951,10
tm327951,16
ts75320,5
ts75320,2
tm244325,16
tm244325,14
tm244325,5
tm449070,5
tm449070,16
tm449070,8
tm449070,14
tm266705,5
tm266705,9
tm266705,6
tm1003222,2
tm409817,5
tm409817,13
tm409817,6
ts56670,4
ts76133,12
tm409456,5
tm348010,2
ts57424,5
ts57424,16
ts57424,3
ts57424,6
ts55936,2
ts55936,13
tm410742,5
tm410742,8
tm410742,6
tm412515,4
tm412515,6
tm413266,2
tm413266,7
ts41527,5
ts41527,16
tm417496,5
tm417496,2
tm361161,14
tm361161,1
tm361161,8
tm361161,2
tm361161,7
tm447750,1
tm447750,2
tm349418,13
tm349418,2
tm404610,1
tm407881,2
tm407881,6
ts53101,3
ts53101,16
ts53101,0
tm368006,2
ts57303,2
ts57303,5
ts77034,2
ts77034,13
tm356563,0
tm356563,5
tm356563,18
tm356563,16
ts82500,1
tm316923,5
tm316923,7
tm316923,9
tm316923,6
tm285712,2
tm352588,16
tm352588,14
tm295558,4
ts85968,5
ts85968,11
tm478066,5
tm478066,16
ts84135,5
ts84135,16
tm315584,0
tm315584,1
tm315584,14
tm351101,8
tm351101,10
tm351101,5
tm351101,16
tm351101,6
tm423373,16
tm423373,3
tm423373,11
tm423373,5
tm423373,2
tm244521,5
tm244521,2
tm244521,0
tm374454,5
tm374454,15
tm839847,2
tm294696,2
tm356742,0
tm356742,1
tm356742,7
tm356742,8
tm356742,13
tm356742,2
tm440946,13
tm440946,5
tm300184,0
tm300184,14
tm300184,3
tm300184,16
tm512751,5
tm362098,5
tm362098,16
tm362098,6
tm324155,16
tm324155,0
tm324155,3
tm324155,6
tm448690,2
ts56480,0
ts56480,17
ts56480,5
ts56480,8
ts56480,13
tm334949,5
tm334949,11
tm334949,2
tm334949,6
ts85568,3
ts85568,5
ts85568,16
tm420334,5
tm420334,2
ts57913,5
ts57913,13
tm221953,8
tm221953,0
tm221953,5
tm363878,0
tm363878,16
tm363878,5
tm366383,2
tm305437,2
tm305437,7
